2012251010030,1,4,4,10,7,4,6,
2012251010029,1,1,0,3,2,0,2,
2012251010027,1,4,2,7,5,3,5,
2012251010025,1,2,1,1,1,1,4,
2012251010022,1,3,4,7,7,3,4,
2012251010021,1,4,4,7,7,4,5,
2012251010019,1,5,4,10,10,4,6,
2012251010017,1,4,4,10,10,4,6,
2012251010016,1,1,1,3,4,0,3,
2012251010012,1,1,1,3,2,0,6,
2012251010011,1,4,3,7,9,2,4,
2012251010010,1,4,0,7,1,2,0,
2012251010009,0,2,1,1,7,1,5,
2012251010007,1,4,4,7,7,3,5,
2012251010005,1,4,1,7,4,2,3,
2012251010004,0,2,3,6,6,1,5,
2012251010003,1,2,3,8,7,2,5,
2012251010002,1,4,4,10,4,3,2,
2012251010001,1,1,2,2,2,0,2,
2012227010040,0,4,4,5,5,4,7,
2012227010039,0,4,3,5,10,3,6,
2012227010037,0,4,2,5,5,4,6,
2012227010036,1,0,1,3,3,0,5,
2012227010035,1,1,1,3,2,0,3,
2012227010034,1,4,4,10,10,3,7,
2012227010033,1,2,2,1,7,1,0,
2012227010032,1,1,0,2,2,0,1,
2012227010031,1,0,2,5,7,3,7,
2012227010030,1,4,4,10,7,4,4,
2012227010029,1,2,2,1,1,4,2,
2012227010027,1,3,2,3,3,3,3,
2012227010025,1,3,3,6,6,2,5,
2012227010024,1,3,3,7,10,2,5,
2012227010023,1,0,1,3,3,0,4,
2012227010021,1,2,2,7,7,3,4,
2012227010020,1,1,2,4,4,4,6,
2012227010018,1,5,4,10,10,4,3,
2012227010016,1,5,2,7,3,4,7,
2012227010015,1,4,3,10,6,1,4,
2012227010013,1,2,0,2,2,0,1,
2012227010012,1,4,4,10,10,3,2,
2012227010011,1,4,3,9,8,3,4,
2012227010010,1,3,3,6,7,2,5,
2012227010009,1,1,1,9,7,3,5,
2012227010008,1,1,1,1,1,0,1,
2012227010006,1,3,2,7,5,2,6,
2012227010005,1,2,1,1,1,0,2,
2012227010004,1,2,2,10,1,3,3,
2012227010003,1,0,1,5,5,2,3,
2012227010002,1,1,1,4,4,4,5,
2012227010001,1,2,3,6,6,3,2,
2012226010038,0,0,1,4,4,3,6,
2012226010037,0,1,0,3,3,0,4,
2012226010036,0,2,2,1,4,4,4,
2012226010035,0,0,1,1,1,0,0,
2012226010034,0,4,2,9,9,4,6,
2012226010033,1,2,0,3,1,2,1,
2012226010032,1,1,1,5,1,0,2,
2012226010031,1,4,4,5,5,4,3,
2012226010030,1,3,2,7,7,2,2,
2012226010029,1,2,2,10,7,3,3,
2012226010027,1,5,4,8,8,3,7,
2012226010026,1,1,0,1,1,3,1,
2012226010025,1,2,2,5,5,3,6,
2012226010024,1,4,4,3,6,4,5,
2012226010022,1,4,3,5,7,2,7,
2012226010021,1,1,1,1,1,0,1,
2012226010020,1,4,2,9,1,3,7,
2012226010019,1,1,3,4,7,2,0,
2012226010017,1,3,1,3,1,1,4,
2012226010016,1,2,1,9,2,0,2,
2012226010015,1,2,2,1,2,0,1,
2012226010014,1,2,2,1,1,2,3,
2012226010013,1,5,2,9,3,4,6,
2012226010012,1,4,3,6,9,2,5,
2012226010011,1,4,4,5,5,3,2,
2012226010010,1,4,4,10,10,3,5,
2012226010009,1,4,3,10,6,3,3,
2012226010007,1,0,0,2,2,0,4,
2012226010005,1,2,2,7,7,2,4,
2012226010004,1,4,4,7,7,4,2,
2012226010003,1,1,1,2,2,0,0,
2012225010040,0,4,2,10,7,3,7,
2012225010039,0,4,3,10,9,3,6,
2012225010037,0,4,4,10,7,4,6,
2012225010036,0,2,1,1,1,2,3,
2012225010035,1,3,3,7,6,3,3,
2012225010034,1,3,4,6,7,3,7,
2012225010033,1,2,1,10,6,2,6,
2012225010032,1,3,3,9,9,4,7,
2012225010030,1,2,2,10,10,4,6,
2012225010029,1,4,2,10,10,3,4,
2012225010027,1,5,5,7,7,4,5,
2012225010026,1,2,1,7,4,2,1,
2012225010025,1,4,2,10,7,3,6,
2012225010024,1,2,4,7,9,2,2,
2012225010023,1,2,1,9,1,2,4,
2012225010022,1,4,3,10,9,2,7,
2012225010021,1,1,1,4,4,0,7,
2012225010020,1,4,1,10,4,4,7,
2012225010019,1,3,2,8,4,4,1,
2012225010018,1,0,0,3,1,2,0,
2012225010017,1,4,4,9,1,4,6,
2012225010016,1,2,1,5,5,1,2,
2012225010015,1,2,3,1,1,2,1,
2012225010014,1,1,1,4,4,4,3,
2012225010012,1,2,2,7,7,4,5,
2012225010011,1,4,2,6,6,4,7,
2012225010010,1,3,3,9,9,4,7,
2012225010009,1,4,2,10,1,2,6,
2012225010008,1,2,2,4,7,2,3,
2012225010007,1,3,2,7,4,2,5,
2012225010004,1,2,3,4,4,4,6,
2012225010002,1,2,2,10,6,4,4,
2012225010001,1,4,4,9,9,4,8,
2012224020035,0,3,3,5,5,3,7,
2012224020034,0,2,1,3,2,0,3,
2012224020033,0,3,1,4,1,2,5,
2012224020032,0,3,3,6,7,2,5,
2012224020030,1,0,0,3,2,0,0,
2012224020029,1,2,0,4,3,3,5,
2012224020028,1,1,0,3,3,0,2,
2012224020027,1,2,1,1,1,1,1,
2012224020026,1,4,4,8,7,4,7,
2012224020024,1,0,0,5,1,2,8,
2012224020023,1,3,3,4,6,3,1,
2012224020022,1,2,1,7,7,0,4,
2012224020021,1,4,4,5,6,3,7,
2012224020020,1,2,0,1,1,0,0,
2012224020019,1,0,0,1,1,0,6,
2012224020018,1,3,2,9,4,3,6,
2012224020017,1,3,3,7,7,2,5,
2012224020016,1,4,4,7,7,4,7,
2012224020014,1,0,0,4,1,0,6,
2012224020013,1,5,2,7,7,4,6,
2012224020012,1,2,2,1,1,1,5,
2012224020010,1,2,2,5,5,4,6,
2012224020009,1,1,0,3,3,0,4,
2012224020008,1,1,1,1,3,2,4,
2012224020007,1,2,2,7,7,2,5,
2012224020006,1,3,1,7,6,3,6,
2012224020005,1,2,2,2,2,0,3,
2012224020004,1,4,4,9,9,4,7,
2012224020003,1,1,1,7,7,3,7,
2012224020002,1,4,2,9,9,3,4,
2012224020001,1,3,2,4,4,2,3,
2012224010034,0,2,1,3,3,1,6,
2012224010033,0,1,0,4,4,0,5,
2012224010032,0,2,2,9,8,3,5,
2012224010031,1,3,1,3,3,3,2,
2012224010030,1,2,2,7,7,3,2,
2012224010029,1,1,1,3,4,0,4,
2012224010028,1,4,4,7,7,2,5,
2012224010027,1,1,1,2,2,0,2,
2012224010025,1,4,3,10,10,3,2,
2012224010024,1,2,2,7,10,2,0,
2012224010023,1,0,1,3,3,0,4,
2012224010022,1,1,1,4,4,4,4,
2012224010021,1,1,0,1,1,2,4,
2012224010020,1,4,2,7,6,3,6,
2012224010018,1,2,1,9,1,2,5,
2012224010017,1,2,4,1,7,3,0,
2012224010016,1,2,2,4,4,4,3,
2012224010015,1,3,3,10,7,3,4,
2012224010014,1,2,2,7,7,3,5,
2012224010013,1,4,4,10,7,4,3,
2012224010011,1,2,1,3,5,4,6,
2012224010010,1,2,2,3,1,3,1,
2012224010009,1,4,2,10,7,2,5,
2012224010008,1,3,3,7,7,3,5,
2012224010007,1,5,3,9,9,4,6,
2012224010006,1,3,3,7,7,3,4,
2012224010005,1,5,5,9,7,4,8,
2012224010004,1,1,0,2,2,0,3,
2012224010003,1,5,4,10,7,3,6,
2012224010002,1,3,3,9,6,2,8,
2012224010001,1,0,1,5,5,4,3,
2012223030035,0,2,0,5,1,3,6,
2012223030034,0,3,2,10,4,2,6,
2012223030033,0,4,4,9,4,4,5,
2012223030032,0,4,3,8,8,1,2,
2012223030031,0,2,1,1,1,3,3,
2012223030030,1,4,2,7,4,3,6,
2012223030028,1,4,4,4,7,2,5,
2012223030027,1,4,4,4,7,4,3,
2012223030026,1,2,1,7,3,0,5,
2012223030025,1,3,3,9,7,4,6,
2012223030023,1,3,3,5,7,2,6,
2012223030022,1,1,0,2,2,1,5,
2012223030021,1,1,2,4,4,0,3,
2012223030020,1,4,4,10,7,2,6,
2012223030019,1,2,2,5,1,2,1,
2012223030017,1,0,0,4,4,3,7,
2012223030016,1,4,5,6,7,4,7,
2012223030014,1,2,2,7,1,2,5,
2012223030013,1,4,2,9,1,3,6,
2012223030012,1,4,2,7,7,2,1,
2012223030011,1,5,4,7,7,4,7,
2012223030010,1,0,0,2,2,0,0,
2012223030009,1,3,3,7,7,2,6,
2012223030008,1,2,1,1,1,1,7,
2012223030007,1,5,4,10,9,4,7,
2012223030006,1,2,4,1,9,3,3,
2012223030005,1,2,2,8,3,3,6,
2012223030004,1,2,2,3,3,3,2,
2012223030003,1,1,0,3,3,0,4,
2012223020035,0,4,1,7,1,2,5,
2012223020034,0,4,4,7,7,2,6,
2012223020033,0,2,2,4,1,3,1,
2012223020032,0,1,2,3,3,1,5,
2012223020031,0,1,1,3,2,0,3,
2012223020030,0,4,4,7,7,2,6,
2012223020029,1,2,3,7,7,2,2,
2012223020028,1,3,4,4,4,3,3,
2012223020027,1,1,0,3,3,0,2,
2012223020026,1,3,3,7,7,4,5,
2012223020025,1,2,2,8,9,3,5,
2012223020024,1,4,3,7,7,2,5,
2012223020023,1,4,4,7,7,3,6,
2012223020021,1,3,3,6,7,2,4,
2012223020020,1,3,3,10,10,4,3,
2012223020019,1,4,3,5,7,4,6,
2012223020018,1,5,3,9,7,3,8,
2012223020017,1,4,4,7,7,4,7,
2012223020016,1,2,2,5,4,4,2,
2012223020014,1,3,2,4,4,3,2,
2012223020012,1,4,2,6,7,4,7,
2012223020011,1,4,3,7,7,3,7,
2012223020009,1,2,2,7,7,4,3,
2012223020008,1,2,0,5,1,0,3,
2012223020007,1,0,0,2,2,0,1,
2012223020006,1,4,3,9,1,1,4,
2012223020005,1,3,1,7,4,3,4,
2012223020004,1,2,2,6,6,2,0,
2012223020003,1,1,0,3,1,0,1,
2012223020002,1,2,2,3,1,1,3,
2012223020001,1,4,1,7,1,2,4,
2012223010031,0,3,4,7,7,2,5,
2012223010030,0,2,2,1,1,2,1,
2012223010029,0,4,4,7,7,4,5,
2012223010028,0,3,2,7,7,3,5,
2012223010027,0,2,4,8,9,4,7,
2012223010026,1,1,2,3,1,2,5,
2012223010025,1,4,4,7,7,1,5,
2012223010024,1,1,1,4,4,4,5,
2012223010023,1,3,2,10,7,4,7,
2012223010022,1,2,1,2,2,0,3,
